examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
Java.pdf	java/Java.pdf	212	Java	pág 302	What are the modifiers that can precede a toplevel class declaration? a. protected b. abstract c. strictfp d. static e. private f. public g. All the options are correct. h. ﬁnal The correct answers are: b. abstract c. strictfp f. public h. final
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	1	APX	Pregunta 1	¿Qué es el APX CLI?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	2	Java	Pregunta 2	public class Test { public static void op1(String s) { s += new String("Java"); } public static void stringTest() { String msg = new String("Hello"); op1(msg); System.out.println(msg); } public static void main(String... String) { stringTest(); } } Cúal es el resultado?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	3	Herramientas/general	Pregunta 3	¿Cuál de los siguientes componentes es parte de una solicitud HTTP?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	4	APX	Pregunta 4	¿Cuál de los siguientes componentes de APX representa una entidad comercial en forma de un Bean?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	5	Java	Pregunta 5	¿Cuáles de las siguientes excepciones deben ser chequeadas?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	6	Java	Pregunta 6	¿Qué herramienta se utiliza para empaquetar clases de Java en un archivo JAR (Java Archive)?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	7	APX	Pregunta 7	¿Cual es la consola para la configuración de la aplicación en APX Online?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	8	Herramientas/general	Pregunta 8	¿Qué patrón de diseño es el más adecuado para garantizar que una clase tenga solo una instancia y proporciona un punto de acceso global a esta?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	9	Java	Pregunta 9	¿Cuál es el tipo de retorno válido punto flotante más restringido para el método de cálculo?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	10	Herramientas/general	Pregunta 10	¿Cuáles de los siguientes comandos de Git se utilizan para gestionar ramas en un repositorio? Selecciona todas las que correspondan
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	11	Java	Pregunta 11	public class Test { public static void main(String[] args) { String str = "a1b2c3d4e5f6"; String[] parts = str.split("\\D"); for (String part : parts) { System.out.print(part + " "); } } } ¿Que imprime en pantalla este código?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	12	Java	Pregunta 12	¿Cual de las siguientes no es parte del framework de Java Collentions?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	13	Java	Pregunta 13	¿Cuáles son los tipos de excepciones en Java?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	14	APX	Pregunta 14	¿Cómo solucionamos un Blob?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	15	Java	Pregunta 15	¿Cuál de las siguientes afirmaciones es correcta sobre la aserción assertEquals en JUnit?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	16	APX	Pregunta 16	En JDBC APX cual es la cantidad máxima de resultados que permite obtener la consulta antes de que se deba de paginar?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	17	Herramientas/general	Pregunta 17	¿Cuál de las siguientes bases de datos NoSQL es conocida por su modelo de documentos, donde los datos se almacenan en formato BSON (Binary JSON)?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	18	Herramientas/general	Pregunta 18	¿En un proyecto Maven, qué archivo se utiliza para configurar las dependencias del proyecto, la configuración de compilación y los metadatos del proyecto?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	19	Herramientas/general	Pregunta 19	¿Cuál de los siguientes comandos de Git se utiliza para crear una nueva rama y cambiarse a ella?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	20	Java	Pregunta 20	¿Cuál de las siguientes anotaciones en JUnit se utiliza para indicar que un método debe ejecutarse antes de cada método de prueba?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	21	APX	Pregunta 21	Este patrón suele representarse como una única librería que contiene la mayoría de la funcionalidad y que otras librerías utilizan incorrectamente de apoyo. La clave del problema es que puede contener un porcentaje muy elevado de responsabilidades dentro de las solución a diseñar:
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	22	Java	Pregunta 22	public class Test { static int co = 0; public static void main(String[] args) { int x = 1; for (test('1'); test('2') && (x <= 2); test('3')) { x++; test('4'); } System.out.println(" The co value = " + co); } static boolean test(char num) { System.out.print("" + num); co++; return true; } } ¿Que imprime en pantalla el código anterior?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	23	APX	Pregunta 23	¿Cuáles dos de las siguientes opciones son funciones de la siguiente instrucción? apx deploy local --runtime=online --country=ESP -y
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	24	Herramientas/general	Pregunta 24	¿Cuál de las siguientes sentencias acerca del patrón de diseño Singleton es verdadera?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	25	Herramientas/general	Pregunta 25	En el contexto del versionado semántico (Semantic Versioning), si un desarrollador cambia la versión de una biblioteca de 1.4.3 a 2.0.0 ¿Que implicaciones tiene este cambio según las reglas del versionado semántico?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	26	Java	Pregunta 26	En Java, ¿cuál de las siguientes se utiliza para llamar a un constructor desde otro constructor dentro de la misma clase?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	27	Java	Pregunta 27	import java.util.Arrays; public class Test { public static void main(String[] args) { String[] strings = { "2", "3", "1", "4" }; Arrays.sort(strings, 1, 4); System.out.println(Arrays.toString(strings)); } }¿Que imprime en pantalla el código anterior?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	28	Java	Pregunta 28	public class LoopQuestion { public static void main(String[] args) { int count = 0; for (int i = 0; i < 10; i++) { if (i % 2 == 0) { count++; } } System.out.println("Count: " + count); } }
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	29	Java	Pregunta 29	public class Test { int[] array = {1, 2, 3, 4, 5}; public static void main(String[] args) { new Test().go(1); } void go(int x) { array[x % 5] = x++; go(x); } } ¿Que imprime ?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	30	Java	Pregunta 30	¿Cuál de los siguientes métodos de Mockito se utiliza para verificar que un método de un mock ha sido llamado un número específico de veces?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	31	Java	Pregunta 31	¿Cuáles de las siguientes son palabras reservadas en Java para el manejo de excepciones?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	32	Herramientas/general	Pregunta 32	¿Cuál de las siguientes herramientas se utiliza principalmente para probar y desarrollar APIs, permitiendo enviar solicitudes HTTP y analizar las respuestas?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	33	Java	Pregunta 33	¿Cuál de las siguientes afirmaciones sobre el ciclo for mejorado introducido en Java 5 es verdadera?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	34	Java	Pregunta 34	¿Cuál es el tipo de resultado cuando se resta un valor short de un valor double en Java?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	35	Herramientas/general	Pregunta 35	¿Cuál es la principal función del servidor de aplicaciones Jboss?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	36	Java	Pregunta 36	¿Cuál es el tipo de resultado cuando se resta un short de un double en Java?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	37	Herramientas/general	Pregunta 37	¿Cuál de las siguientes características es fundamental en una base de datos relacional?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	38	Java	Pregunta 38	Dado el siguiente código: import java.util.List; import java.util.function.Predicate; class Person { String name; public Person(String name) { this.name = name; } @Override public String toString() { return name; } } public class Test { static List<Person> filter(List<Person> input, Predicate<Person> predicate) { return input.stream().filter(predicate).toList(); }public static void main(String[] args) { var a = new Person("John"); var b = new Person("Jane"); var c = new Person("Mark"); var input = List.of(a, b, c); var output = filter(input, p -> !p.name.startsWith("J")); System.out.println(output); } } ¿Que imprime en pantalla el código?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	39	Java	Pregunta 39	public class StringInternExample { public static void main(String[] args) { String str1 = new String("example"); String str2 = "example"; String str3 = str1.intern(); System.out.println(str1 == str2); System.out.println(str2 == str3); System.out.println(str1 == str3); } }
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	40	Herramientas/general	Pregunta 40	Cual de los siguientes comandos de Maven se utiliza para compilar un proyecto JAR, pero sin depositarlo en el repositorio local?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	41	APX	Pregunta 41	¿Qué comando permite enviar una solicitud de transacción a un servidor APX?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	42	Herramientas/general	Pregunta 42	¿Cuál de las siguientes opciones describe correctamente un servicio web (web service)?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	43	Java	Pregunta 43	¿Cuál de las siguientes afirmaciones sobre ArrayList es verdadera?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	44	Java	Pregunta 44	¿Cuáles de los siguientes operadores son válidos para variables booleanas en Java?
01 - Simulación APX V1.docx	java/01 - Simulación APX V1.docx	45	APX	Pregunta 45	¿Cuál es el archivo utilizado para agregar la dependencia del JDBC Utility a una aplicación?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	1	Java	Pregunta 1	En Java, ¿cuál de las siguientes instrucciones es usada para llamar a un constructor desde otro constructor en la misma clase?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	2	APX	Pregunta 2	¿Cuáles son las utilerías que pueden ser usadas en APX Batch?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	3	Herramientas/general	Pregunta 3	En el contexto del patrón de diseño de Comando (Command Pattern), ¿cuál es el propósito de la clase invocadora (Invoker)?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	4	Herramientas/general	Pregunta 4	¿Cuál es el propósito principal del patrón de paginación en el desarrollo de aplicaciones web?
02 - Simulación APX V2.docx	java/02 - Simulación APX V2.docx	5	Java	Pregunta 5	¿Cuál es la salida del siguiente código? import java.time.LocalDate; import java.time.Month; public class Test { public static void main(String[] argv) { LocalDate date = LocalDate.of(1997, Month.MAY, 50); System.out.println(date.getYear() + "-" + date.getMonth() + "-" + date.getDayOfMonth()); } }
